id,numSentMsg,numUniqueRec,meanMinutesSinceLastMsg,numActiveInInterval,numVisitedLocations,numTraversedBetweenLocations,numVisitedDays
1234605,774,123,2.625000000042405,93,5,34,1
774798,692,111,0.00023651123046875434,49,4,16,1
1220077,81,6,5.487431908035315,68,5,24,3
1504044,679,182,0.5000565052032471,56,5,21,1
1636270,25,3,15.332250237464905,25,5,14,1
1227574,564,111,0.2500000000654836,40,5,22,1
587206,239,55,10.041180244893102,26,5,9,1
580486,922,130,8.379150431603193,66,5,28,1
536972,795,112,0.00559234619140625,62,5,25,1
1088678,62,5,2.201640602128878,26,5,17,3
1796195,1149,143,5.500000000000007,61,5,19,1
1400547,944,138,0.00006866455078125022,60,5,24,1
74616,1298,111,1.6250000000000002,86,4,28,3
1908375,18,5,21.634017944335938,12,5,7,3
864973,532,78,6.000000005500625,43,5,26,1
639466,94,6,10.149373508992024,68,5,25,2
875548,69,4,6.43291306476338,61,5,20,3
1514680,757,173,0.00020837783856109137,84,5,25,3
21665,773,224,1.5001144411202176,54,4,23,2
1695328,1078,208,7.250000000020009,81,5,32,1
1242167,896,108,0.000007629394531278162,64,5,31,1
1547150,502,120,11.375020127743483,47,5,23,1
217150,870,160,3.000000000000001,50,5,25,1
1846280,550,99,16.250000000167347,52,5,30,1
1908858,782,153,0.0001957714557647705,61,5,22,2
824998,1189,156,5.562500031395757,74,5,31,1
918404,468,193,0.5312709808913518,61,5,22,3
2089499,615,133,0.010498046875,63,5,32,1
1629590,76,6,4.867117374321951,63,5,18,3
824453,657,120,10.835937500000002,58,5,30,1
1371106,793,85,7.27595761450371e-11,55,5,22,1
973062,366,111,4.514160185937517,77,5,35,3
96972,27,5,86.50491350889206,16,5,8,3
755524,858,120,3.125,83,5,29,2
992045,994,189,1.5631105051502345,92,5,30,3
498009,91,5,4.828146941074375,70,5,18,1
1942625,1110,99,2.500000000000231,67,5,28,1
2015129,679,67,3.8602844878998793e-13,95,5,30,1
2047880,1619,133,3.140904471054432e-15,93,5,28,1
856067,552,137,3.701220154762268,76,5,22,3
933372,722,151,1.500039100772442,72,5,27,1
795501,896,85,2.875000074505806,95,5,33,1
2080368,783,104,4.750000000000001,50,4,15,1
1709971,9,2,110.734375,9,5,8,3
1747170,838,62,8.750000000029104,62,5,31,1
721255,541,78,4.820350885391469,55,5,16,1
1498976,11,3,105.8203125,11,5,7,2
941906,1184,241,0.5000042915735321,58,5,21,3
973665,613,75,11.250000000094587,45,5,23,1
1994470,913,171,0.015625000003638256,72,5,31,2
148882,568,94,0.000052690516895381734,41,5,18,1
1094296,664,172,2.3437500000000435,59,5,25,1
265272,744,85,0.25000000000909495,64,5,28,1
1208151,728,147,2.4687500000257607,75,5,30,1
225622,852,76,0.000004768371583042766,67,5,33,1
2051549,1012,155,2.500000000000001,72,5,42,3
1432187,1059,199,2.375,92,5,36,3
1427875,1287,198,4.3281278630311135,76,4,29,3
976932,17,5,90.2095947265625,12,4,8,3
822936,71,4,20.4264321079254,63,5,29,3
1492555,26,5,18.33675706386566,17,5,8,3
196239,358,129,3.812500823289362,54,5,26,3
1846010,914,133,4.4687500139880285,87,5,20,1
1484413,11,3,103.1953125,11,4,7,1
1423904,749,160,3.5000228881835938,65,5,29,1
1914254,287,137,1.0925292985775836,47,5,19,3
1873375,244,68,15.844767898321152,62,4,23,3
1492679,580,67,5.093762129545212,67,5,22,1
440632,1104,111,17.37500000000395,57,5,29,3
1300247,1376,198,1.0000000000000004,92,5,31,3
557591,240,138,0.8203126455202789,45,5,20,3
857166,35,6,12.340289262356237,20,5,9,1
1836265,17,3,28.179046630859375,17,4,8,3
121745,753,81,4.398437500000002,77,5,24,1
1639202,754,108,7.500000001135049,81,5,38,1
619203,625,109,10.000000675325282,46,5,22,2
273492,1108,236,1.4028050498993139e-8,70,4,22,3
1623035,841,100,1.694065894508602e-21,44,5,21,3
123962,74,5,3.7897857258616843,61,5,22,2
530908,1175,109,0.000003337860107741064,53,4,18,3
1564521,158,105,15.195281984575562,32,5,16,1
1916572,16,2,22.4473876953125,16,4,8,1
338530,332,160,0.00029039410583233695,47,5,16,3
69348,78,6,0.9683436381830621,55,5,15,3
1675066,43,7,23.124838905987417,17,5,10,3
813540,1443,180,1.3984377346986783,101,5,40,1
1463759,186,93,6.250000914689744,37,5,18,3
1250941,1123,149,1.5,77,5,32,3
1353005,301,68,3.7641705924187834,61,5,23,3
1936854,1018,145,0.7500915568816708,67,5,27,1
508018,15,5,92.425048828125,10,3,6,1
2054562,16,3,62.57989501953125,16,4,5,2
1079396,1112,118,8.88178419700127e-16,46,5,22,1
942816,20,3,65.89373779296875,18,5,12,3
567841,857,154,6.625,58,5,28,1
1399755,1166,264,0.0000820159912109375,91,5,35,3
794748,329,148,10.769051334355037,56,5,18,1
217095,29,3,32.98486157506704,26,5,15,3
223773,952,119,3.000000000010459,83,5,27,2
1643467,692,103,1.750000068919807,78,5,23,3
266349,834,143,4.2410888671875,81,5,31,1
1382429,84,6,4.346928627754564,67,5,27,3
1366970,757,174,5,66,5,34,1
36486,1250,118,0.000015258789062500014,62,5,22,3
1903719,200,74,3.4008979849750194,44,5,17,2
1737684,69,4,2.8108602820009105,62,5,14,3
1247820,34,7,7.9260262083262205,11,3,5,1
546233,217,115,0.0009671598681819678,43,5,23,3
941089,22,3,44.01846504211426,20,5,12,1
140029,314,165,8.000002535351154,48,5,19,1
398487,902,121,0.012451171875,53,5,27,1
855567,266,67,4.503082275390625,19,4,8,1
531338,990,138,19.375035297125578,48,5,24,1
1941455,1113,122,2.0000000000000018,53,5,27,1
868222,33,5,24.748681605793536,19,5,13,3
20967,1038,139,12.750000000000012,62,5,28,1
152338,1049,187,7.0000000000009095,64,4,21,1
1713904,808,134,0.000022888540115673095,79,5,32,1
703296,1091,197,0.5000000000000009,59,5,27,3
504300,853,133,4.052314039881821e-15,38,5,22,2
1742829,190,110,1.2500757873108341,39,5,24,3
580461,392,154,0.00012969984288703493,62,5,24,3
1317574,204,111,0.1259767562154082,37,5,15,3
1510967,191,98,5.534912127972351,42,5,23,3
1116329,1477,197,9.072355169397958e-7,92,5,30,3
1248270,1134,136,2.5000436305999756,52,5,20,2
702567,17,3,79.02273559570312,16,3,4,3
549003,571,100,3.0000068694872937,47,5,22,1
647535,520,73,1,68,5,19,3
1274841,255,154,6.250002943677828,49,4,13,3
1223310,952,111,8.500076293945325,63,5,27,3
473436,83,8,0.14862165674585476,25,5,15,3
350693,17,3,105.62417602539062,17,4,9,3
1425352,795,76,1.875955581665039,84,5,36,1
349317,905,133,2.803588978949313,56,5,33,1
342516,970,133,2.2204460492503154e-15,60,5,27,1
1991023,91,4,4.215211580409052,64,5,24,3
327024,1026,74,1.8160790212699666e-8,83,5,32,3
539617,24,4,39.41000485420227,13,5,9,3
559950,30,7,41.96872345358133,15,4,10,1
179142,1092,103,0.00006867454794701189,55,5,28,1
698208,592,167,9.000023114494994,62,5,20,3
1763807,691,65,3.0357660829594124e-18,25,5,17,1
328274,39,6,1.566459789602959,15,3,5,3
391338,95,7,9.301836597631548,65,5,20,3
1681027,1100,166,0.00002288922587467834,59,5,27,2
138464,13,3,19.98095703125,13,4,6,1
580785,896,120,1.5156250000037588,88,5,29,3
1912164,316,108,1.250002816321043,57,5,22,3
938179,1099,163,1.2422846555772082,59,5,25,1
500215,1171,113,7.940933880509066e-21,45,5,21,1
1131984,47,6,1.6956736236495544,18,4,9,3
1388162,1356,235,2.500000128756903,91,5,33,3
750540,8,2,162.25,8,4,6,3
931476,232,119,2.500015260844755,41,4,20,3
544439,17,3,42.533538818359375,17,4,8,1
1246313,1147,155,1.5,73,5,31,1
563629,1191,146,0.7500000000000002,78,5,32,1
366288,131,61,8.375058174563321,35,5,17,3
1394394,38,6,2.418463355017593,16,5,9,3
1796737,819,143,0.000010251998907362392,60,5,31,2
675710,22,3,52.119524002075195,20,4,6,3
1491001,55,5,2.9944022315603025,20,5,13,3
733929,110,44,23.187503137575504,37,5,18,2
992263,950,119,2.2209914094281693e-16,62,5,26,2
1812811,1429,266,3.751144410576682,80,5,40,2
1039362,89,8,8.401490008759417,61,5,10,3
1937657,216,73,9.55078125,52,5,21,1
496679,28,4,68.79341608285904,22,5,15,3
870289,39,7,2.662211672271951,18,5,11,3
131876,1379,236,0.8657226767390966,69,5,30,3
749964,20,3,19.39590072631836,19,5,11,3
128533,1254,138,0.03320320323109627,65,5,28,3
1250700,1064,186,7,64,5,38,2
1836866,463,219,0.00022888196690577865,52,4,20,3
1012664,599,135,0.0000023841857910156263,52,5,24,1
1455313,102,9,0.44119387218771355,73,5,20,3
927280,107,80,27.500009238760484,32,5,22,3
735477,32,5,9.04375019390136,16,5,11,3
205315,34,5,54.68958869157359,18,5,9,3
838917,1243,135,0.7500237300992012,93,5,26,3
597706,1007,181,4.874891705929352e-10,76,5,26,1
564947,145,77,3.1250488609162996,38,5,20,2
675561,8,2,87.65625,8,3,5,3
809736,1631,236,0.00001657020766303866,110,5,49,2
1144228,79,5,23.70091783629895,68,5,15,2
797872,95,6,3.22469362752867,75,5,21,1
1779722,22,3,31.15748882293701,19,5,8,3
1268786,19,3,67.04423522949219,19,5,9,1
898955,27,5,12.813098549842834,13,4,8,1
1107698,61,8,12.740831085862634,21,5,10,3
947320,872,119,7.4375,42,4,19,3
1570944,843,95,2.812500197440386,86,5,26,1
15466,928,143,13.0703125,64,5,28,3
1253108,68,8,46.12475891670609,24,5,15,3
1276675,79,6,7.623392810442764,56,5,18,3
938197,209,19,1.0000467971033231,52,5,20,1
649981,177,95,0.5000247955322366,29,4,21,3
263393,249,66,20.718750000005016,24,5,14,1
855712,83,6,8.53522952608537,59,5,14,3
1570102,1173,202,9.769962616701378e-15,85,5,26,1
1522908,721,120,2.000000000160071,65,5,26,1
1024085,657,124,2.84375,71,5,25,1
656653,22,3,32.82518672943115,21,4,10,3
372230,17,4,13.46759033203125,12,5,7,2
1984246,140,66,4.010009765625,20,4,12,1
765755,93,4,23.979052327542963,79,5,20,3
1653780,42,7,17.25904117425671,17,5,11,1
1425469,240,65,6.750047303736331,57,4,16,3
1953744,60,4,5.595028203184613,55,5,24,3
1685011,51,5,39.31805219331687,21,5,13,3
952821,948,119,2.000000000000001,94,5,29,1
730430,24,10,0.23057341575622559,13,5,7,1
843401,1173,128,3.5,94,5,23,1
1897980,494,189,6.500024318695069,72,5,27,3
1313613,36,8,17.197226204443723,19,5,10,3
295863,1379,172,0.00001525878906250002,65,5,28,1
1452405,938,190,0.00010657310485839849,99,5,33,1
211950,1214,104,0.00010681152343750012,53,5,27,1
1945467,25,5,44.180957555770874,19,4,6,2
2079003,312,180,7.516357543429535,54,5,22,1
1321359,1184,179,0.32421875,91,5,44,3
410149,71,9,7.0243248578361985,60,4,14,3
128920,336,162,0.6210937937722072,53,5,21,3
924388,39,6,33.87580808427447,18,5,7,3
943772,24,3,11.6866614818573,24,4,13,1
750163,11,2,82.240234375,11,4,7,3
801862,490,225,1.1875000000189124,73,5,23,2
841552,92,7,0.2511314721747437,27,5,15,3
877394,19,5,21.52825927734375,15,4,8,1
1075446,174,103,2.271544959803588,51,5,35,3
919935,105,50,7.22089317659146,34,5,16,3
76731,30,6,30.514533083885908,23,5,11,3
841387,925,117,0.00013899803161621094,49,5,20,1
2012017,7,3,88.96875,7,3,6,3
1132076,399,174,2.2812533378604316,58,5,28,3
855830,71,4,3.56216420871168,70,5,27,1
509358,421,201,0.00005340576219303734,64,5,27,3
651614,263,115,1.908104434609955,52,5,21,1
258503,469,179,8.22320557283092,69,5,27,2
218084,23,3,52.684364318847656,23,4,9,1
1225393,1074,139,5.500004887580872,62,5,22,1
1940081,54,30,8.076506242156029,19,4,8,1
494254,167,85,1.9397977888585427,41,5,19,2
1596977,290,172,12.487813949619522,46,5,23,3
2090691,14,2,45.189208984375,12,5,9,3
1898284,17,3,63.06072998046875,17,5,12,3
317580,76,39,18.942390203486962,29,5,15,1
46326,70,4,21.735355181880898,61,4,18,3
1557777,882,120,4.500000000000682,54,5,17,1
1436888,17,4,6.8974609375,15,4,6,2
1237943,794,125,0.000011444513802416623,55,5,27,1
1696430,53,3,8.141040492363754,49,5,23,3
1318220,77,7,0.8620671427217426,20,5,8,3
1604756,66,4,3.5827238327662276,61,5,16,1
1495587,997,156,8.375000000305596,69,5,21,3
1763715,735,145,0.5000000000000004,60,5,24,1
1184365,358,186,7.98438057303753,53,5,24,2
869478,15,2,59.016357421875,14,5,8,3
686826,277,65,5.268872391432524,80,5,25,3
506611,777,72,0.000014960765838625649,59,5,26,1
1710455,14,3,51.85595703125,13,5,10,3
2068147,702,120,9.50000000007276,73,5,35,1
668484,47,6,30.548644680280518,23,4,14,3
1509307,570,118,7.5,70,5,29,1
174974,1311,150,0.00002288818359375003,57,5,27,3
1429989,182,103,0.0010986340803357617,41,4,20,2
1600283,39,6,59.10584336248576,14,5,11,3
1469401,18,3,50.78178405761719,18,5,10,2
432283,510,197,5.564453164755832,65,5,22,2
460630,4,2,188.25,4,2,1,3
73216,273,98,15.234375566389646,42,4,22,1
213290,56,6,8.273179489379583,44,5,21,3
452530,242,128,1.1679688096214158,49,5,25,2
1359667,22,3,29.394429206848145,22,5,11,2
375714,844,231,5.75002670288086,74,5,38,1
484248,1478,171,8.461035197949968,94,5,30,3
1597848,230,96,10.687500715309241,48,5,19,3
1618488,30,3,8.306742895394564,27,4,13,3
1455873,347,158,0.31250283867848305,62,5,25,2
731443,612,117,9.53674316406253e-7,42,4,20,3
386611,27,3,20.685588598251343,23,5,12,3
1430803,1322,228,0.000015259720392180565,98,5,40,2
422300,47,8,18.570337680946068,14,4,5,3
687631,209,78,3.2714922519917318,52,5,22,3
345618,1212,95,3.375077994860479e-14,54,5,25,1
2025656,19,3,36.488609313964844,18,4,9,3
164193,21,3,22.566333770751953,11,3,7,3
1697086,110,9,15.700079356502446,62,5,15,3
788040,201,92,20.484375223633833,45,5,25,2
374745,226,103,0.003035545462950043,41,4,24,1
575483,1388,200,2.2351932667476473e-14,79,5,22,1
81689,483,105,2.1484375000000093,46,5,17,1
1809394,34,5,35.805841262685135,20,3,8,3
1966966,10,3,53.91796875,9,5,5,3
1194287,867,146,8.000000000000004,51,5,29,1
963448,224,112,2.5000171664578383,45,4,18,3
1611783,399,127,0.5005569577288044,67,5,22,3
645418,20,2,34.12130355834961,19,5,13,3
4343,7,3,54.1875,6,4,4,2
1242773,82,4,4.081677911011667,64,4,19,3
1631132,32,5,7.153685892932117,19,3,9,3
1297882,885,67,0.5,80,5,22,1
1706538,1061,118,2.8750030994415283,64,5,20,1
636911,618,107,0.00020599365234996725,47,5,24,1
169797,858,111,0.5004300775472075,56,5,30,1
1432249,79,4,8.09989061603628,67,5,26,3
1255453,499,71,0.5068365131919563,76,5,35,1
745324,16,3,21.699951171875,14,5,9,3
1841960,430,187,15.585937526077032,67,5,27,3
1334972,1209,139,7.275957614183432e-12,65,5,20,3
811356,35,5,14.30466113355942,20,4,10,3
733140,1221,178,1.5000000000000004,91,4,39,3
1517572,32,8,18.163887252099812,17,5,9,3
1743350,323,175,32.76562527380905,54,5,28,3
46423,105,8,38.24123532466555,21,5,9,3
1859190,1355,107,8.484375,81,5,35,1
1993180,927,207,0.25001526065261714,95,5,42,2
2038469,17,2,17.072479248046875,15,5,10,1
1997632,775,176,6.0002138353933105,64,5,32,3
1537207,1118,151,5.750004291534424,86,5,25,3
757419,213,83,18.750005360019713,37,5,26,3
1480813,740,149,5,57,5,31,3
210814,892,95,2.0900640694599133,90,5,22,1
1636826,388,66,0.00048828125,20,4,10,1
992800,74,3,10.606306948901528,66,5,16,3
805298,1410,241,1.0000000004074536,81,5,40,3
1388022,573,240,1.0000267029390677,52,5,33,3
1322523,292,143,2.0234438180959864,45,5,26,3
1216041,16,3,38.8748779296875,15,5,11,3
581794,1354,126,6.812500000000057,81,5,33,3
287831,22,3,23.25266933441162,20,4,8,3
1527648,85,8,9.040829226480923,25,5,13,3
1941990,13,3,10.9345703125,11,4,4,2
1880304,24,3,12.106008529663086,21,5,13,3
744541,133,67,2.2031286013953024,43,5,20,3
1263311,632,72,8.953039132682467e-13,45,5,22,1
74613,1163,164,7,62,5,32,3
557026,871,107,20.937500055879354,59,5,22,1
1229412,33,8,21.201703637838364,17,5,10,1
1373006,463,66,0.013671875,21,5,14,1
1524136,98,9,0.16384234764428032,29,5,14,3
1166845,17,4,20.40582275390625,8,5,5,2
1280922,916,119,6.267517095184305,85,5,43,3
226280,280,108,19.37500381629798,47,5,19,3
1132521,30,6,17.218027994036674,19,5,10,3
297404,1101,114,6.821232468096293e-11,47,5,23,3
382365,1414,195,0.000046761473643797125,76,5,43,2
637544,76,4,11.895871567701272,69,5,24,3
1325295,481,97,7.022325038909912,80,5,30,1
1111313,786,181,1.0002901777625084,80,5,36,3
1713869,20,3,28.85628890991211,19,4,9,3
888093,736,118,4.000215530890273,50,5,24,1
1826870,27,3,28.08315685391426,24,4,13,3
921294,104,5,5.776670278114601,73,5,24,3
1401559,22,5,46.577653884887695,18,5,9,2
710414,324,165,5.312519024126451,57,5,17,2
1134424,916,101,1.8561541193365325e-15,79,5,26,1
265933,33,5,3.65772807225585,17,5,8,2
849521,60,4,8.699195217545675,53,5,19,3
1390240,118,8,0.23836104486934748,29,5,13,3
38492,1283,204,9.93750000000108,72,4,34,3
697057,332,139,7.03393365512602,56,5,22,3
85750,171,67,45.42529296875,21,4,13,1
2050303,87,4,32.81960725389509,77,5,21,3
1750619,14,3,43.572265625,13,4,10,1
925094,66,4,4.3347260259963925,58,5,23,3
1991646,575,81,4.875000000138243,91,5,41,1
174785,57,7,1.459811956194074,18,4,8,3
651835,269,145,15.898665428190323,35,4,22,3
1925213,293,125,6.062501907355909,69,5,19,3
1660198,1172,176,0.25018692016606137,68,5,32,3
1309481,13,3,53.4384765625,13,4,8,1
1025484,3,2,144,2,2,1,1
1730554,228,105,15.85937517695146,49,5,25,3
1950381,73,7,1.1972336132281503,16,4,12,3
973520,21,7,41.35001182556152,13,5,11,3
2091426,1089,154,1.0000000000013642,92,5,25,1
1431963,2,1,199,2,2,1,3
474236,192,126,1.551240921056888,46,5,22,3
48730,987,174,7.0000152587890625,85,5,31,3
1377615,5,2,51.125,4,3,2,2
1327711,780,108,7.796878814697266,53,5,23,1
1393253,808,139,1.421085473434025e-14,50,5,31,3
1743546,60,4,11.760069781645095,58,5,26,3
880807,675,175,2.9103830513484924e-11,58,5,27,1
1310270,14,3,77.166748046875,13,5,9,2
1539142,11,3,56.2109375,9,4,8,3
1298361,563,89,5.090941429187296,83,5,29,1
1640316,4,2,92.5,4,3,2,3
1794634,96,8,4.7426215564320175,29,4,19,3
1381070,506,190,29.984413623894483,75,5,18,3
766528,63,4,5.402062731538174,59,5,21,1
103422,17,3,22.027099609375,16,5,7,3
1029556,30,5,20.642133694142103,13,5,10,1
1287048,21,3,66.74077987670898,20,4,11,3
793595,21,3,52.085580825805664,18,4,8,3
444898,169,91,16.26245118129009,40,5,22,3
1522107,378,213,3.7148441718891547,51,5,22,3
1533011,850,141,0.15625000007355538,62,5,24,1
1483941,69,16,14.738282546417292,20,4,12,1
1744503,168,45,97.75000000000071,18,5,8,3
1011112,10,3,93.01171875,10,4,5,3
1562534,69,3,4.4846393916198295,62,4,16,1
1651940,1267,114,4.2262200683488244e-15,62,5,21,1
1595210,63,8,5.8556522194142495,51,5,15,1
851838,67,4,4.038693462273688,63,5,23,3
293920,25,5,26.76438546180725,18,5,11,3
1039702,60,4,14.726683312292945,55,5,19,3
1352405,5,2,68,4,3,2,3
142394,166,45,18.446533250202872,55,5,15,1
437077,40,5,39.03628159753862,16,5,7,3
583339,986,113,1.62109375,83,4,24,3
620478,103,5,9.409438258540996,69,5,17,3
1297787,101,74,28.37500175088656,28,4,13,3
1363381,94,7,16.750579822677935,69,5,20,1
977857,27,5,56.991517424583435,15,5,10,1
786425,21,3,37.150333404541016,20,5,9,3
265730,426,225,0.500411541259384,65,5,28,3
1731611,13,3,49.083984375,12,5,9,3
725044,23,7,14.76683521270752,16,5,9,3
574013,300,154,2.7343750000291283,48,5,22,3
121980,20,3,27.97271728515625,20,5,15,3
1883690,17,4,19.771820068359375,13,5,8,3
1524498,816,106,0.0007941722869873047,77,5,18,1
1887849,20,3,15.04819107055664,19,5,13,3
1623490,431,188,0.00036098121200580854,57,5,21,1
1134427,28,5,5.536406308412552,14,5,9,3
793703,75,4,3.765188194609909,69,5,25,3
704362,861,141,1.0337064591890652e-10,67,5,27,2
1521668,339,181,0.3437512032689338,65,5,21,3
1000708,17,3,25.37615966796875,17,4,11,3
1765818,97,34,12.217167811468283,52,5,14,3
1155936,16,3,69.51019287109375,16,5,12,3
1822171,330,180,0.5000793935281536,58,5,25,3
378101,1252,163,0.956298828125,77,5,39,1
1580124,74,8,14.50787935626899,24,4,16,1
1499757,21,3,40.88436317443848,17,4,10,3
64694,817,147,9.5,74,5,32,2
944133,41,8,39.11651615435949,23,5,13,3
1513840,717,137,22.8671909570952,69,5,30,3
1148414,961,174,0.00331116165307338,69,5,27,1
953336,1045,243,5.275069270282986e-11,107,5,28,3
1496683,371,232,0.5000305175910853,61,5,27,3
1783991,71,3,3.2455420455477717,65,5,21,3
1229384,146,16,8.000218314147787,23,5,12,1
101816,972,85,18.00000000001819,100,5,34,2
856573,952,175,10.679687682540486,95,5,33,1
820425,284,56,11.063236513850653,56,5,23,1
2066168,55,8,3.783684364624264,25,5,11,3
1861684,865,103,9.781250000004832,94,5,31,2
1926243,55,4,11.206533099248835,51,5,18,3
872243,391,168,1.013927459895058,53,5,22,1
207530,18,3,46.163726806640625,18,5,9,2
2049819,195,68,3.1191406287256394,65,5,34,3
646215,325,46,28.592286212545815,63,5,21,1
798854,232,126,5.687988302946907,41,5,28,3
1034322,71,8,26.508890229770174,18,4,10,3
1849728,18,3,64.67694091796875,17,5,8,3
1727579,84,5,39.21212386068224,66,5,25,1
1130496,1102,203,1.0002059936523438,72,5,16,3
966656,38,5,14.351738378347363,24,5,8,3
1713332,81,5,33.02612884848219,64,5,20,3
772368,1025,151,23.500000000007276,97,5,38,3
970547,1180,222,1.527951098981398e-10,73,5,24,3
1515197,67,4,4.649359936936887,62,5,17,3
1739814,34,4,41.211627055192366,18,5,9,1
753790,831,169,27.000000000069804,72,5,31,1
