id,numSentMsg,numUniqueRec,meanMinutesSinceLastMsg,numActiveInInterval,numVisitedLocations,numTraversedBetweenLocations
1038241,862,126,6.343750000005684,68,4,20
1431931,656,47,5.774602591991425,81,5,15
902530,595,82,6.750000000019286,57,5,14
2086443,3,2,122,3,2,1
2015125,381,164,8.332807084570959,65,5,18
1536579,1131,165,5.960472373445421e-7,100,5,30
2019983,52,5,1.8566687767206957,24,4,10
2015331,10,4,85.48828125,7,5,6
898597,90,6,5.791354904453865,67,5,18
1818636,807,118,1.5005140329449205,51,5,19
667435,818,83,16.28125000000466,98,5,36
1100326,32,3,28.177435309626162,30,5,12
681153,178,4,5.231361538289153,27,4,9
61313,668,88,21.500000000291042,62,5,20
1138370,1033,100,3.500000000002615,105,5,30
105431,66,7,7.28998567946238,24,5,12
170786,861,128,2.024170085787773,54,5,19
816813,70,5,26.31906339651678,63,5,21
538137,15,4,80.035400390625,9,4,4
1983168,518,76,12.750000003293582,90,5,30
912171,24,3,23.93753457069397,21,5,10
1131984,33,4,13.301590600516647,20,5,9
985063,432,67,2.9327668765732895e-17,21,4,11
810466,665,92,8.731149139262101e-11,60,5,25
1622819,773,70,7.875000000020009,89,5,20
958832,81,15,17.058479521246756,39,4,15
996390,708,141,4.000000000117325,59,5,27
1710420,202,72,4.1289065669066805,37,4,6
1706585,848,102,0.000001907348632812501,48,5,22
1911656,20,3,24.678306579589844,18,5,10
1748876,145,3,42.05096436306668,30,5,14
1912164,214,81,6.781282696457147,52,5,14
611642,134,75,19.818318072706468,42,5,16
1965323,176,67,16.20446938276291,27,5,18
49610,986,161,14.250000000040018,63,5,22
382668,49,5,12.772682627806986,23,5,9
343681,44,4,37.92215967687457,18,4,8
1605726,24,3,29.349936962127686,21,4,8
1742491,1057,163,6.000000000232831,64,5,28
1840629,430,167,0.8965511322027737,65,5,20
1807303,53,9,16.320082894261486,21,5,15
66208,15,3,14.3211669921875,15,4,8
715995,32,5,45.70777794346213,19,4,9
841552,35,4,23.161056905752048,24,4,14
849388,85,5,6.1495932339107675,70,5,23
1496683,164,86,20.882812500000057,28,5,17
877935,62,5,9.326149878273366,30,5,15
1775717,31,3,8.87952528707683,26,5,13
1729147,118,3,35.36990362802045,22,5,12
1975667,63,28,11.874023437819288,25,5,8
346005,41,5,0.8972499476494704,19,3,5
1561606,8,2,113.796875,8,4,5
1584543,211,105,18.15872195072302,50,5,19
187130,40,5,14.382192477147328,22,5,12
299987,21,3,22.37239646911621,20,5,6
618369,6,3,117.1875,6,3,3
983590,385,197,0.00017547828611184056,46,5,16
93776,21,3,38.22591590881348,20,4,13
1091834,84,6,15.756897061590683,66,5,22
1656944,70,4,4.387876859134672,62,5,22
1730626,778,137,2.5000000000000004,60,5,23
1280724,68,4,4.97611719275765,60,5,20
1749640,120,3,30.047731400471108,26,5,13
908943,1228,135,7.250259399414133,68,5,28
880619,27,4,49.62980803847313,20,3,8
325607,913,175,0.0000050067901611328125,58,5,17
2090691,25,3,23.44673728942871,20,4,11
404385,58,3,3.787522060032706,54,5,28
374448,1272,150,2.710505633162153e-20,64,5,24
37425,468,179,2.0181427217612513,64,5,22
1288890,25,6,44.2507963180542,17,5,8
1632214,904,139,0.003872871410067092,76,5,34
1699226,805,116,3.40625,53,5,24
2025633,730,120,2.875,80,5,28
261886,72,4,5.109145527161672,65,5,21
611748,52,9,86.02478280588937,17,5,8
135782,678,127,3.7500001257288496,66,5,28
797787,4,2,248.5,4,4,3
2037056,40,4,16.371906737305835,24,5,13
587445,1119,183,1.2915193499623984e-10,96,5,30
242395,324,170,0.25010347369011754,54,5,22
1825773,74,4,4.216284059210726,64,5,14
869366,1025,116,4.1875,51,5,25
384714,332,158,1.6211302280427944,61,3,19
162188,243,131,0.5003877095878347,48,5,20
277532,317,156,24.945312500000753,65,5,17
1666067,106,7,15.298382319656774,34,5,11
65486,1055,71,12.25,53,5,19
1137983,948,80,4.750000005333286,51,5,25
510196,411,199,8.379540026514405,75,5,22
57612,59,3,4.412044380066176,57,5,10
1482124,76,5,3.4918879893615946,64,5,20
28721,1165,105,2.5,60,5,23
1147490,330,129,19.18874607476619,89,5,25
1847604,23,3,49.25663423538208,19,4,6
1635849,29,5,26.741418406367302,23,5,14
436515,65,7,2.79017949045193,25,4,8
1517885,16,3,81.969482421875,13,5,7
273501,19,3,35.853736877441406,18,4,10
1075494,758,238,0.00020235590864159383,61,5,22
340699,15,3,34.7418212890625,14,5,9
535703,88,5,4.078679933175943,71,5,16
1633558,526,155,2.236336909747485,66,5,17
777421,5,2,103.5,5,4,3
1786531,149,81,1.8172008148067111,42,3,17
2052272,790,80,0.0000123977661140931,57,5,22
1940331,1084,144,6.500028137816127,54,5,26
1868658,81,7,1.6568023225349102,29,5,11
828737,662,64,1.7510685920715332,59,5,30
1663312,75,4,11.537778857471942,68,5,27
2013533,863,227,5.3607177734375,65,5,26
1848529,650,223,0.015384108075711111,72,5,23
1382309,1327,145,8.003553375601768e-11,60,5,24
2093864,1373,110,0.8437500000001421,75,5,21
1892771,11,6,25.18359375,7,3,3
1116730,80,7,0.5533646705923784,22,5,16
710019,885,91,1.7382812500037255,81,5,32
1751670,370,178,1.299607754380304,60,5,22
525272,788,91,15.500003814970114,51,5,22
1208888,1239,146,6.565858967633176e-13,71,5,27
1205773,546,99,11.781250000005599,54,5,19
1244573,836,130,13.73144859155218,85,5,27
1593608,80,6,27.396167055287037,75,5,25
386846,165,63,19.500000000000004,21,5,12
1707585,494,184,3.5001022499055097,61,5,20
403520,58,4,15.771493912562054,54,5,22
963448,358,172,3.9392052055336535,68,4,25
1836866,511,210,20.0027237017257,68,5,23
353069,390,152,5.660166948335245,72,5,18
930115,20,3,87.68625259399414,14,5,9
993331,485,94,26.000000000224645,46,5,18
1320125,901,188,4.000000000000001,70,5,24
412275,14,3,23.33154296875,13,5,9
327024,627,157,3.0449223520745434,97,5,17
798994,1101,215,2.875014324672659,88,5,26
1416972,1274,222,0.00099945068359375,77,5,26
786928,1308,232,1.7500000000001705,98,5,23
1319731,128,46,23.81491827965207,34,5,13
1122878,665,107,0.00047576799992887775,84,5,22
1409556,1124,139,1.0000000025320332,64,5,25
1595904,659,64,17.509852409362793,75,5,22
353958,1145,186,2.500000000000019,61,5,17
1541626,31,5,28.902320358902216,17,5,10
106322,13,3,31.5947265625,12,3,6
17740,611,146,6.000000000494765,56,5,22
2070499,66,4,6.4937215670272606,64,5,15
580975,336,180,5.484407916665077,62,5,23
376187,537,163,0.00012208543922300667,75,4,21
1996962,624,184,9.625244215136266,68,5,17
1250778,1275,168,1.942890293094024e-15,60,5,25
40062,827,109,10.546875000000002,54,5,27
1024331,847,141,10.500000000145688,98,5,26
1307549,942,286,5.6015625,79,5,21
136218,23,3,15.539446353912354,21,4,10
1496312,1,1,0,1,1,0
1227319,985,81,1.687538997430242e-14,83,5,31
456790,726,177,5.281250208616257,83,5,28
717179,972,147,1.1875,93,5,21
1364861,946,191,0.00025939941406250054,57,5,23
1768688,1195,181,17.062500223517418,67,5,30
165790,78,4,8.55327149943567,68,5,22
1986321,759,63,0.01025390625,31,5,15
443711,21,3,23.807735443115234,20,5,12
1350010,1213,228,7.000000000000014,105,5,35
695430,32,3,20.17956036515534,23,5,13
48336,1211,62,2.525390625,68,5,19
1155913,1294,141,7.105427357601061e-14,67,5,25
1441614,739,126,4.750004768371582,58,5,16
682679,281,20,1.0086994172161257,71,5,18
28804,43,5,68.80275926354898,26,4,8
1178625,174,19,2.621094226837414,37,5,14
532358,270,139,2.5625036060812527,49,5,16
146240,311,119,5.938221016900404,60,5,21
554286,1067,251,4.312500000000002,99,5,21
1229798,876,132,7.000000000025466,62,5,30
1342699,336,63,0.0022225906141102314,26,5,12
937459,1205,208,4.5009307866566814,63,5,30
1980990,285,132,0.5004196185000183,43,5,15
1433135,28,3,37.86577007174492,21,5,14
1500095,128,62,1.1091446876539588,38,4,14
1257525,519,113,3.250000000192813,51,4,19
183618,899,80,5.000000000000009,88,5,26
412874,977,122,3.750000000000033,63,5,24
2026293,1208,133,0.2500000000000003,74,5,24
185956,1334,257,2.000000000000128,96,5,36
905838,811,125,12.321861267089844,59,5,25
2025345,1256,246,2.625003815512173,94,5,23
160360,22,3,19.536999702453613,17,5,8
1303823,9,3,88.734375,8,3,3
512272,800,154,2.6015625176952,62,5,16
1368412,716,135,1.7570480108263098,63,5,23
394482,32,6,21.99480790272355,21,5,10
845407,107,9,29.489879942494447,71,5,19
1050842,849,120,3.989501953125,62,5,22
420626,877,127,0.0000076293945312502,55,5,23
302440,24,3,38.02116107940674,19,4,9
1406931,1195,83,2.793967765479799e-9,55,5,27
1515466,33,5,6.668901319615543,19,5,11
115843,90,6,6.380004421780339,59,5,23
1801467,1032,127,5.595524044110789e-13,60,5,25
1357495,82,3,21.779047027290297,29,5,9
520054,97,6,4.822531384730574,66,5,21
232640,227,119,18.750049352656177,43,5,21
436644,1173,157,4.000000000000011,63,5,26
1629849,948,127,7.993605777301141e-15,58,5,21
1171139,251,96,5.790771531325132,46,3,12
862836,948,112,2.7500000000000013,48,5,19
487752,89,53,9.62540256981191,21,5,12
356121,6,2,174.75,6,3,4
449362,1072,136,4.831702224460718e-13,72,5,22
1770129,74,4,4.971502052494448,61,5,18
2033656,151,2,63.937622610599675,15,4,6
265730,170,65,5.143061570823306,35,5,15
566357,866,160,0.00008368492126464844,66,5,33
1198429,12,3,39.7509765625,9,3,5
2014398,79,7,7.546524005190196,27,5,11
7228,750,159,15.500000000000583,54,5,24
1474029,19,4,37.602142333984375,14,3,3
1604228,12,3,144.6484375,12,4,7
1235058,22,4,35.806779861450195,15,4,7
1900699,800,161,0.0001354217529296875,55,5,24
1763220,863,136,7.5073242188427685,61,5,24
595748,80,4,5.49426943805676,73,5,14
482603,1494,130,0.7993164154505337,95,5,23
1060039,1055,115,0.000019788742065429688,86,5,31
1058071,1031,188,11.125016212463379,61,5,24
261018,47,5,0.6644149050119381,19,5,10
495864,21,4,31.39211082458496,16,4,10
1091602,7,2,42.78125,7,3,3
1067745,80,6,10.932537905234874,67,5,19
322191,31,3,19.93406560085714,29,4,18
782954,117,11,1.7059351835075218,24,4,12
1744503,86,19,23.245361406859274,21,3,10
618380,107,6,0.7139000517875296,61,5,19
1931837,8,4,66.359375,5,4,4
1586218,83,4,4.6141635660006814,71,5,17
290906,41,10,18.14398004533723,28,5,14
713288,1242,92,3.000000001571607,50,5,24
860506,837,171,3.5000000000000004,68,5,27
1815320,772,126,0.5108032361023334,57,5,23
877947,107,6,4.114189656020974,72,5,16
837989,57,3,5.436105798644787,54,5,18
405927,473,78,3.8769531250003766,52,5,12
634880,1155,161,16.56298832781613,72,5,24
1218278,956,194,8.033203128725546,61,5,27
773058,50,8,3.743095449140128,16,3,5
2028377,1176,148,4.818359375000001,81,5,29
289181,123,46,16.00170904476454,35,5,11
297434,21,4,78.72698020935059,17,5,11
369571,268,165,15.515630602846954,43,5,15
911069,52,7,2.00552533353759,22,5,12
868421,176,80,5.012342087928573,45,4,12
505361,864,114,29.5,56,5,22
1523933,89,6,3.8038956117537164,65,5,20
195888,35,5,33.446344742085785,19,5,11
1182162,100,11,24.563340441267545,27,5,13
1786577,25,5,32.57052779197693,12,3,6
1882328,1600,150,0.0005493164062500003,80,5,28
1711266,1037,165,6.652343750000265,78,5,28
747172,197,61,0.12904079354869766,50,4,16
899459,350,62,0.018280029296875,22,5,12
1918785,20,4,43.17127227783203,17,4,9
745214,167,85,6.203161174473286,42,5,26
832516,705,108,4.156005859375,84,5,24
1111880,270,122,0.000034448690752420275,53,4,22
1950381,31,8,24.54101405479014,15,3,9
328117,95,6,3.4405673349167842,67,5,19
1796183,25,3,23.648223042488098,19,5,15
1155253,201,115,46.00001335144407,33,3,7
1946929,62,6,7.328592646978443,24,4,12
590484,472,97,0.5009450539991676,52,5,23
688770,18,3,40.54542541503906,17,4,11
1526981,100,6,7.664757057155095,72,5,20
297055,485,203,18.303222656925072,62,5,14
1538199,851,88,4.295410156595608,89,5,24
1050903,173,48,0.05920815611797933,51,3,14
564293,29,3,28.574559688568115,26,5,12
576639,40,11,17.908050876147172,17,4,5
375297,23,3,114.99294662475586,15,4,6
211109,338,90,14.750104642604153,36,5,16
374500,695,151,2.9062500000000004,95,5,30
667990,28,3,22.293785974383354,25,5,13
377275,210,6,18.384732254319047,28,3,12
1679652,25,3,37.71455490589142,23,5,10
1634680,376,164,3.437511403113669,55,5,23
1415191,706,106,1.0000000000000324,69,5,23
716093,222,109,17.958252027631154,49,5,27
1255054,87,6,17.131796582207365,57,5,17
2092963,83,10,8.632287057365232,20,4,8
1071486,131,52,2.355286946226414,43,5,17
1916658,26,3,17.08631122112274,24,5,13
727632,14,3,35.818115234375,14,3,9
1009183,958,111,17.43750149011612,59,5,16
935851,1452,263,1.25,100,5,28
2001998,1002,216,1.518798828125,64,5,25
740577,18,3,30.3709716796875,16,5,8
1620429,100,9,0.07698900238493281,68,5,24
1889675,21,3,40.582502365112305,20,4,8
1060589,75,4,5.063080449597281,66,5,22
1029098,1031,145,0.25014686606937175,65,5,16
1239366,81,6,49.65307586845231,72,5,15
1346982,1251,210,0.626434326171875,98,4,15
1488035,486,242,0.2501046136022458,62,5,20
1942927,1025,149,17.375000953696144,62,5,17
1421418,28,5,6.629987955093384,15,4,8
896787,982,95,2.000000001862645,53,5,19
1873126,1314,269,2.6066894568505177,79,5,29
1446911,581,98,11.5,45,5,16
268143,21,3,33.29086494445801,19,5,10
1468523,14,3,61.050048828125,11,4,6
230971,50,7,3.103098037970369,21,5,10
282044,102,8,1.102256336926551,71,5,24
174785,48,8,27.62181351788702,20,4,10
1179385,933,167,2.0000000000000338,62,5,21
1870006,410,106,0.5000000000000113,44,5,23
287536,40,7,22.724747427244438,15,4,6
1617768,75,4,4.042518197903847,65,5,18
315683,944,183,2.5231933686883536,95,5,23
1445696,445,130,3.7421925067921507,49,5,15
697697,80,4,15.172869854947038,72,5,26
1924147,39,4,8.483873615507036,23,5,14
186726,56,8,29.39073617411693,16,3,3
1592157,207,45,1.0368497727064607e-11,16,5,7
1155666,31,7,0.49488353356719017,12,5,5
793673,26,3,88.71569335460663,23,5,15
365191,64,3,4.875706620337473,58,5,13
834954,40,4,9.248126139606029,25,5,10
982692,910,133,6.548361852765083e-11,56,5,21
2023808,515,67,45.25,28,5,15
664979,862,89,23.25000000000125,52,5,21
429404,1021,272,3.1250000000400178,83,5,25
1438922,68,3,4.341315937977056,60,4,11
1980139,83,28,52.750000038184226,16,5,9
1709959,894,107,4.50000000349246,43,5,21
253203,32,7,41.79568851646036,19,4,9
7639,153,11,2.517903104974146,26,3,10
2066168,49,6,68.76615984986722,21,3,9
302469,115,40,20.32182046378955,33,5,14
265397,34,5,35.4562036623247,19,3,8
288909,379,181,0.000019177795252290292,70,5,18
995009,1316,171,9.500000476837158,73,5,15
131905,742,185,1.4970704540615198,64,5,25
1046898,1123,98,1.69966369867325e-8,64,5,19
1632828,68,7,1.841131738609441,25,4,10
392025,713,117,4.72216796875,71,5,27
246035,26,5,35.720660507678986,14,4,9
220105,985,130,0.00001430511476252505,90,5,24
377652,111,9,0.1374800368150471,28,3,10
1063521,182,91,13.625000185915354,52,5,19
1201132,1443,172,5.5955240527134673e-14,57,5,23
1617284,79,5,2.4241236506354977,25,3,15
1484161,78,6,2.2192385100369156,57,5,21
1863422,40,5,31.97856936511016,20,4,10
1327109,73,11,25.00157167556344,23,5,9
671931,33,3,26.89039314026013,24,5,15
1810596,1259,153,2.750006675720215,70,5,23
962347,933,75,3.984375000525006,92,5,31
1342183,28,3,23.63988247513771,22,3,8
293426,80,4,4.814384178205542,69,5,17
1470665,287,64,5.046887035252716,65,5,14
2048749,87,6,2.384539094401492,68,5,16
273315,973,110,6.708801270524418,68,5,22
870731,1310,160,0.50927734375,57,5,17
2015715,118,11,0.14068619401621243,24,4,13
307995,1171,177,1.001953125,66,5,30
145262,23,5,28.546998977661133,18,4,7
42749,10,2,55.13671875,10,3,6
512191,29,5,13.57780497521162,19,5,8
1588308,1024,150,20.000000000000004,56,5,17
1778519,123,31,2.249656915540936,41,3,15
535955,1099,85,6.750000000465661,65,5,27
549850,1291,254,1.6289062500000002,95,5,28
495118,861,183,5.57421875,82,5,28
848722,1196,144,7.75,68,5,29
382158,800,111,4.6140175718789e-14,57,5,20
658367,30,4,77.46511987969279,20,5,9
110200,889,216,13.000000000000004,73,5,27
1086053,9,2,147.6875,7,5,5
2032890,19,4,69.9894027709961,13,5,8
931476,413,207,1.0073909760976703,68,4,19
1758901,5,2,109.25,5,2,4
1011997,183,67,26.151245625027062,26,5,12
834234,909,137,0.5000000000000075,86,5,30
1800541,637,165,7.86181640974246,77,5,25
1721884,78,4,20.2871769143275,71,4,21
832467,79,4,15.97463161089289,71,5,21
919766,184,61,1.2412246136443743,86,5,23
1835505,445,232,1.8750002384272992,60,5,16
1038735,23,3,35.387959480285645,17,5,10
1955415,1331,142,4.336808689942156e-19,84,5,37
765962,519,150,9.000244143418968,63,5,19
264321,296,53,5.651645914651872,58,5,20
944383,966,216,0.5,89,3,20
772368,856,201,4.375034846365452,109,5,33
613565,408,63,10.254585266113281,19,5,8
1916015,26,5,93.32230770587921,14,4,8
1476708,23,3,35.544501304626465,22,5,13
1190174,18,2,57.18498229980469,18,5,10
1758663,104,10,7.759644271806056,24,4,8
1110694,981,112,2.387395836578321e-13,54,5,22
1494148,598,307,0.5008850425656463,69,4,14
1743218,55,7,23.60657719953859,28,4,11
1869353,586,154,1.500000536441803,59,5,31
316759,25,3,20.01986074447632,19,5,9
268856,474,228,3.875061035223445,65,4,15
1130942,511,67,8.5,24,5,12
736972,106,68,28.64062696136537,32,5,9
1431907,70,6,39.15138728364416,27,4,8
537923,43,7,16.219692187742567,17,5,10
1664230,558,63,1.859375,30,5,11
612957,75,4,11.198842433907334,61,5,27
1046909,64,7,0.8334717634406674,30,4,14
1822171,255,130,24.937511265282694,47,5,15
864634,89,7,10.7795956365124,27,3,8
1908834,9,1,40.234375,9,5,7
1890620,218,6,0.9963534777198513,23,4,8
1174266,398,115,8.375286109006518,64,5,23
1860467,251,7,0.3962597361572178,69,5,17
794235,63,4,5.315881840557951,60,5,13
1217381,396,3,4.360512344318637,67,5,12
1897254,58,7,31.09867345798347,17,5,10
1475813,59,8,0.7368476173680505,19,5,9
1464746,14,3,47.493408203125,14,5,7
2039599,395,118,5.431520800979348,61,5,17
504194,63,11,13.641715531099424,24,4,10
1492009,693,157,4.17233276413759,96,5,26
1080834,25,3,86.27079629898071,24,5,13
574013,212,108,17.125012606383592,39,5,14
166095,15,3,24.180908203125,15,5,6
1640943,651,165,0.00000447036501327603,92,5,25
1858014,1186,97,4.284179700080131,88,5,21
2043819,80,4,31.152653504433957,70,5,27
1420357,146,51,13.664062650474488,36,5,20
175424,182,84,19.042968750001844,49,4,20
1314488,554,65,0.5000000001309672,48,5,23
1862404,9,4,16.328125,8,2,1
233174,24,4,8.643933534622192,15,3,4
839308,77,19,3.687525562948869,19,4,9
1360829,17,3,45.63140869140625,15,5,10
1621157,17,3,67.76931762695312,17,4,11
1861415,53,8,1.5675735717077863,22,2,10
1784252,732,162,12.000020504002805,51,5,22
708734,79,4,3.3414838763843493,60,5,20
1426523,366,202,1.0476608391964706,61,4,19
1474780,250,130,10.628635407295697,47,4,16
1966901,37,5,18.444606113131158,22,4,9
707450,999,196,2.500000000000011,88,5,17
1376114,463,109,1.5000000000047748,49,5,21
1530719,83,27,26.736328371744094,23,5,15
1199300,182,102,0.00628662515373571,43,4,23
782299,1015,119,2.2500000000000018,52,5,23
1216173,827,110,0.7500033378601074,49,5,18
1913015,1190,177,1.500023603439331,73,5,30
579564,958,127,5.6688079833984375,57,5,15
1191147,1534,115,11.16535234451294,106,5,34
1938501,88,4,8.907750073974434,75,5,25
223305,607,67,13.8125,31,5,18
1987401,13,3,42.33349609375,13,4,9
1346459,59,3,4.8209666948852,59,5,14
629339,24,3,38.62073755264282,23,3,10
1544108,845,152,1.1102230246251565e-16,54,5,16
252403,68,6,5.385629438646279,54,5,21
637270,57,11,1.7587234543235122,24,4,12
1014226,141,5,2.809029127207382,71,5,26
474742,822,200,12.187500000000005,65,5,27
1014878,9,2,90.7109375,9,4,6
962936,31,4,14.69761674106121,22,5,13
1964024,718,147,5.000000000052751,57,5,22
713536,1310,204,4,84,5,19
246027,696,64,4.001776687807502e-11,51,5,23
323425,50,9,16.640938287048975,18,3,8
1849867,752,134,3.125335693526725,72,5,21
932649,13,3,60.55517578125,13,5,11
456254,434,116,3.875000000001819,73,5,29
1278084,33,4,17.310577270574868,22,5,11
1394394,49,6,2.2664515265839213,15,5,5
1685710,825,128,2.5000214576738813,58,5,24
1540221,161,85,18.3431396527385,37,5,13
650501,89,4,7.242849350247124,73,5,18
1833519,213,91,26.406097412360417,42,3,13
1204799,29,5,6.090581648051739,15,5,8
1565051,33,5,26.58135011512786,20,4,8
1154245,18,3,29.717559814453125,18,4,9
1669061,246,149,18.187500484288126,48,5,18
1060632,525,84,5.046718598652197e-11,56,5,29
1632922,58,3,6.366246324751105,57,4,10
991560,480,192,0.0000032303360058012075,58,5,21
1262172,215,71,21.185325624105644,51,3,8
800724,1271,134,0.5000305622816088,62,5,26
345382,338,156,4.000003606081654,75,5,20
47758,390,199,0.12901258469204713,61,5,18
806419,28,3,27.4553232640028,22,5,12
745640,63,3,6.19808452852722,63,5,16
1202957,78,7,1.573158584994332,24,4,8
830650,492,188,1.5034151077394826,60,5,19
822775,8,2,144.25,8,3,3
2078374,718,166,3.968750000000142,74,5,28
1318453,354,175,0.00019848509695075123,51,5,20
859038,3,1,306,3,2,1
1734426,73,5,3.325757527950496,63,5,24
2021036,143,11,0.24222471956463082,29,4,8
1072283,69,3,13.444531468633123,64,5,20
981100,18,3,35.368438720703125,16,4,8
990801,398,237,10.500001710839573,61,4,9
212247,1234,155,4.000000048428774,67,5,22
481495,235,117,2.502239525056215,65,5,21
1807223,728,153,0.00015293829365248626,98,5,44
1085001,707,115,4.000080108933616,44,5,18
1217112,87,23,9.898824293064438,29,5,15
1516725,216,79,0.7620849616359919,47,5,18
1811688,804,184,2.500009536743164,83,5,33
1164114,893,142,3.5000000000000004,61,5,27
931011,611,131,4.750003725290416,83,5,30
715722,72,3,4.4126408787196,66,4,18
966620,27,5,19.28753986954689,17,5,10
86940,843,148,2.000000000016371,59,5,27
1014468,882,151,6.000000000000279,65,5,21
242845,860,124,8.875,57,5,19
968967,819,336,1.0000000923466956,92,5,33
668834,371,197,5.875530284829551,54,5,20
1488263,892,138,9.750658035278917,64,5,26
1071824,1325,214,4.5966796875,96,5,33
1439610,79,4,3.505634644937765,68,4,12
978753,10,3,61.0234375,10,5,7
619341,41,11,23.676779532252112,12,3,3
1749221,635,123,2.8379076866258825e-10,58,5,21
345473,13,3,97.0869140625,12,3,8
711301,36,3,5.67555483232718,18,4,11
2090883,159,49,4.732910500522184,35,5,20
149493,808,116,3.00000000000027,68,5,29
1415184,759,141,9.062503099441528,53,5,16
328657,260,105,11.121094215661332,45,5,24
120615,819,71,4.500000000000064,48,5,22
357130,797,152,6.000000000375865,63,5,23
1265823,22,2,34.58497333526611,21,4,12
2046019,24,3,22.114848852157593,16,4,10
1257219,64,6,4.3834647337043116,25,3,7
1340914,1028,123,0.00008392333984375004,60,5,18
1985807,1096,151,7.000000000003582,65,5,25
644080,781,186,10.875000668757366,81,5,38
602296,708,143,1.945312537252922,103,5,37
495857,1040,154,5.456968285533811e-12,65,5,21
1186103,44,5,17.61830692706235,20,3,4
1770588,859,125,5.0772552490234375,93,5,26
1383898,1108,147,6.500000000000003,65,5,22
1487166,56,4,9.296195013149088,27,5,12
1679104,929,204,10.000488281775688,98,5,34
587055,23,3,29.208637714385986,18,4,9
768020,795,196,0.000002384187219428569,78,5,38
1421396,931,127,7.656097977819086e-13,68,5,20
990711,1067,184,1.0187761745329723e-10,59,5,26
2086317,68,6,3.976256768130015,54,4,18
630304,235,106,1.515680317701483,44,5,15
125285,25,3,62.6840443611145,20,5,10
1454634,684,98,2.5000028610240292,66,5,17
346215,600,143,0.013549805518480076,69,5,22
434962,69,4,6.602428939156413,59,5,18
133085,886,79,14.125000000000027,46,5,21
1082022,149,11,7.021542697477386,27,3,5
614566,52,3,9.249411141702737,51,5,10
1799047,821,166,4.56512451171875,58,5,22
1162853,21,5,24.555334091186523,15,4,5
1469505,1160,159,2.750000000000051,96,5,20
947820,80,5,1.7751806498091423,63,4,12
464904,190,64,15.75,58,5,21
1348369,28,5,14.429396569728851,14,2,7
437077,35,4,5.785359200206585,22,5,9
1647208,1048,194,1.5000000000000995,72,5,29
1323853,15,2,36.7930908203125,15,3,4
428582,623,102,5.000000004394678,61,5,24
1657677,356,161,10.281616222053348,52,4,18
126216,66,8,10.617856749440989,21,4,6
1950033,1196,167,8.500167846679688,73,5,27
201239,232,63,38.688319683445684,26,5,14
1050809,1263,180,1.000000000000128,70,5,25
677275,974,90,1.7109375,85,5,29
1200408,157,99,2.171889998950071,36,5,16
1606016,27,3,4.436993956565857,24,5,12
1000959,96,11,0.08498004358651312,25,5,12
761803,20,2,20.018081665039062,16,4,12
1810761,1300,174,0.6250000000000133,60,5,18
1713825,80,26,1.0312519353977512,32,5,10
298495,776,81,0.012945890426653506,69,5,22
1536992,8,2,66.859375,7,3,2
1719235,323,134,2.367378257244128,58,5,20
981786,339,148,4.884033204991285,63,3,20
1322595,455,48,5.000000000000242,27,4,12
1559505,226,131,3.0410318424910656,36,5,25
